,text
4273,"“Well then, as to Old Orlick, he’s a-going up town,” retorted that worthy. “Two can go up town. Tain’t only one wot can go up town."
4274,"“Don’t lose your temper,” said Joe."
4275,"“Shall if I like,” growled Orlick. “Some and their uptowning! Now, master! Come. No favouring in this shop. Be a man!”"
4276,"The master refusing to entertain the subject until the journeyman was in a better temper, Orlick plunged at the furnace, drew out a red-hot bar, made at me with it as if he were going to run it through my body, whisked it round my head, laid it on the anvil, hammered it out,—as if it were I, I thought, and the sparks were my spirting blood,—and finally said, when he had hammered himself hot and the iron cold, and he again leaned on his hammer,—"
4277,"“Now, master!”"
4278,“Are you all right now?” demanded Joe.
4279,"“Ah! I am all right,” said gruff Old Orlick."
4280,"“Then, as in general you stick to your work as well as most men,” said Joe, “let it be a half-holiday for all.”"
4281,"My sister had been standing silent in the yard, within hearing,—she was a most unscrupulous spy and listener,—and she instantly looked in at one of the windows."
4282,"“Like you, you fool!” said she to Joe, “giving holidays to great idle hulkers like that. You are a rich man, upon my life, to waste wages in that way. I wish I was his master!”"
4283,"“You’d be everybody’s master, if you durst,” retorted Orlick, with an ill-favoured grin."
4284,"(“Let her alone,” said Joe.)"
4285,"“I’d be a match for all noodles and all rogues,” returned my sister, beginning to work herself into a mighty rage. “And I couldn’t be a match for the noodles, without being a match for your master, who’s the dunder-headed king of the noodles. And I couldn’t be a match for the rogues, without being a match for you, who are the blackest-looking and the worst rogue between this and France. Now!”"
4286,"“You’re a foul shrew, Mother Gargery,” growled the journeyman. “If that makes a judge of rogues, you ought to be a good’un.”"
4287,"(“Let her alone, will you?” said Joe.)"
4288,"“What did you say?” cried my sister, beginning to scream. “What did you say? What did that fellow Orlick say to me, Pip? What did he call me, with my husband standing by? Oh! oh! oh!” Each of these exclamations was a shriek; and I must remark of my sister, what is equally true of all the violent women I have ever seen, that passion was no excuse for her, because it is undeniable that instead of lapsing into passion, she consciously and deliberately took extraordinary pains to force herself into it, and became blindly furious by regular stages; “what was the name he gave me before the base man who swore to defend me? Oh! Hold me! Oh!”"
4289,"“Ah-h-h!” growled the journeyman, between his teeth, “I’d hold you, if you was my wife. I’d hold you under the pump, and choke it out of you.”"
4290,"(“I tell you, let her alone,” said Joe.)"
4291,"“Oh! To hear him!” cried my sister, with a clap of her hands and a scream together,—which was her next stage. “To hear the names he’s giving me! That Orlick! In my own house! Me, a married woman! With my husband standing by! Oh! Oh!” Here my sister, after a fit of clappings and screamings, beat her hands upon her bosom and upon her knees, and threw her cap off, and pulled her hair down,—which were the last stages on her road to frenzy. Being by this time a perfect Fury and a complete success, she made a dash at the door which I had fortunately locked."
4292,"What could the wretched Joe do now, after his disregarded parenthetical interruptions, but stand up to his journeyman, and ask him what he meant by interfering betwixt himself and Mrs. Joe; and further whether he was man enough to come on? Old Orlick felt that the situation admitted of nothing less than coming on, and was on his defence straightway; so, without so much as pulling off their singed and burnt aprons, they went at one another, like two giants. But, if any man in that neighbourhood could stand uplong against Joe, I never saw the man. Orlick, as if he had been of no more account than the pale young gentleman, was very soon among the coal-dust, and in no hurry to come out of it. Then Joe unlocked the door and picked up my sister, who had dropped insensible at the window (but who had seen the fight first, I think), and who was carried into the house and laid down, and who was recommended to revive, and would do nothing but struggle and clench her hands in Joe’s hair. Then came that singular calm and silence which succeed all uproars; and then, with the vague sensation which I have always connected with such a lull,—namely, that it was Sunday, and somebody was dead,—I went upstairs to dress myself."
